Date,Exam series,Board,Qualification,Examination code,Category,base_subject,Subject,Title,Time,Duration,Tier
03/06/2025,Jun-25,Pearson,GCSE,1PN0 3H,Languages,Persian,Persian,Paper 3: Reading and understanding in Persian,PM,1h 05m,H
13/06/2025,Jun-25,Pearson,GCSE,1PN0 4F,Languages,Persian,Persian,Paper 4: Writing in Persian,PM,1h 20m,F
13/06/2025,Jun-25,Pearson,GCSE,1PN0 4H,Languages,Persian,Persian,Paper 4: Writing in Persian,PM,1h 25m,H
19/05/2025,Jun-25,Pearson,GCSE,1PE0 01,Sports,Physical Education,Physical Education,Component 1: Fitness and Body Systems,PM,1h 30m,
09/06/2025,Jun-25,Pearson,GCSE,1PE0 02,Sports,Physical Education,Physical Education,Component 2: Health and Performance,PM,1h 15m,
31/05/2025,Jun-25,AQA,GCSE,8582/C,Sports,Physical Education,Physical Education,Non-exam assessment: Practical performance in physical activity and sport,,,
19/05/2025,Jun-25,AQA,GCSE,8582/1,Sports,Physical Education,Physical Education,The human body and movement in physcial activity and sport,PM,1h 15m,
09/06/2025,Jun-25,AQA,GCSE,8582/2,Sports,Physical Education,Physical Education,Socio-cultural influences and well-being in physical activity and sport,PM,1h 15m,
19/05/2025,Jun-25,OCR,GCSE,J587/01,Sports,Physical Education,Physical Education,Physical factors affecting performance,PM,1h 00m,
09/06/2025,Jun-25,OCR,GCSE,J587/02,Sports,Physical Education,Physical Education,Socio-cultural issues and sports psychology,PM,1h 00m,
19/05/2025,Jun-25,Eduqas,GCSE,C550U10,Sports,Physical Education,Physical Education (Full Course),Component 1,PM,2h,
19/05/2025,Jun-25,Eduqas,GCSE,C555U10,Sports,Physical Education,Physical Education (Short Course),Component 1,PM,1h,
22/05/2025,Jun-25,Pearson,GCSE,1PH0 1F,Science,Physics,Physics,Paper 1,AM,1h 45m,F
22/05/2025,Jun-25,Pearson,GCSE,1PH0 1H,Science,Physics,Physics,Paper 1,AM,1h 45m,H
16/06/2025,Jun-25,Pearson,GCSE,1PH0 2F,Science,Physics,Physics,Paper 2,AM,1h 45m,F
16/06/2025,Jun-25,Pearson,GCSE,1PH0 2H,Science,Physics,Physics,Paper 2,AM,1h 45m,H
22/05/2025,Jun-25,AQA,GCSE,8463/1F,Science,Physics,Physics,Paper 1,AM,1h 45m,F
22/05/2025,Jun-25,AQA,GCSE,8463/1H,Science,Physics,Physics,Paper 1,AM,1h 45m,H
16/06/2025,Jun-25,AQA,GCSE,8463/2F,Science,Physics,Physics,Paper 2,AM,1h 45m,F
16/06/2025,Jun-25,AQA,GCSE,8463/2H,Science,Physics,Physics,Paper 2,AM,1h 45m,H
22/05/2025,Jun-25,OCR,GCSE,J249/01,Science,Physics,Physics A (Gateway Science),Paper 1,AM,1h 45m,F
16/06/2025,Jun-25,OCR,GCSE,J249/02,Science,Physics,Physics A (Gateway Science),Paper 2,AM,1h 45m,F
22/05/2025,Jun-25,OCR,GCSE,J249/03,Science,Physics,Physics A (Gateway Science),Paper 3,AM,1h 45m,H
16/06/2025,Jun-25,OCR,GCSE,J249/04,Science,Physics,Physics A (Gateway Science),Paper 4,AM,1h 45m,H
22/05/2025,Jun-25,OCR,GCSE,J259/01,Science,Physics,Physics B (Twenty First Century Science),Breadth in Physics,AM,1h 45m,F
16/06/2025,Jun-25,OCR,GCSE,J259/02,Science,Physics,Physics B (Twenty First Century Science),Depth in Physics,AM,1h 45m,F
22/05/2025,Jun-25,OCR,GCSE,J259/03,Science,Physics,Physics B (Twenty First Century Science),Breadth in Physics,AM,1h 45m,H
16/06/2025,Jun-25,OCR,GCSE,J259/04,Science,Physics,Physics B (Twenty First Century Science),Depth in Physics,AM,1h 45m,H
03/06/2025,Jun-25,AQA,GCSE,8688/LF,Languages,Polish,Polish,Listening,PM,35m,F
03/06/2025,Jun-25,AQA,GCSE,8688/LH,Languages,Polish,Polish,Listening,PM,45m,H
03/06/2025,Jun-25,AQA,GCSE,8688/RF,Languages,Polish,Polish,Reading,PM,45m,F
03/06/2025,Jun-25,AQA,GCSE,8688/RH,Languages,Polish,Polish,Reading,PM,1h,H
19/05/2025,Jun-25,AQA,GCSE,8688/SF,Languages,Polish,Polish,Speaking test,,,F
19/05/2025,Jun-25,AQA,GCSE,8688/SH,Languages,Polish,Polish,Speaking test,,,H
13/06/2025,Jun-25,AQA,GCSE,8688/WF,Languages,Polish,Polish,Writing,PM,1h,F
13/06/2025,Jun-25,AQA,GCSE,8688/WH,Languages,Polish,Polish,Writing,PM,1h 15m,H
03/06/2025,Jun-25,Pearson,GCSE,1PG0 1F,Languages,Portuguese,Portuguese,Paper 1: Listening and understanding in Portuguese,AM,35m,F
03/06/2025,Jun-25,Pearson,GCSE,1PG0 1H,Languages,Portuguese,Portuguese,Paper 1: Listening and understanding in Portuguese,AM,45m,H
03/06/2025,Jun-25,Pearson,GCSE,1PG0 3F,Languages,Portuguese,Portuguese,Paper 3: Reading and understanding in Portuguese,AM,45m,F
03/06/2025,Jun-25,Pearson,GCSE,1PG0 3H,Languages,Portuguese,Portuguese,Paper 3: Reading and understanding in Portuguese,AM,1h 00m,H
13/06/2025,Jun-25,Pearson,GCSE,1PG0 4F,Languages,Portuguese,Portuguese,Paper 4: Writing in Portuguese,PM,1h 15m,F
13/06/2025,Jun-25,Pearson,GCSE,1PG0 4H,Languages,Portuguese,Portuguese,Paper 4: Writing in Portuguese,PM,1h 20m,H
08/05/2025,Jun-25,Pearson,GCSE,1PS0 01,Science,Psychology,Psychology,Paper 1,AM,1h 45m,
15/05/2025,Jun-25,Pearson,GCSE,1PS0 02,Science,Psychology,Psychology,Paper 2,PM,1h 20m,
08/05/2025,Jun-25,AQA,GCSE,8182/1,Science,Psychology,Psychology,Cognition and behaviour,AM,1h 45m,
15/05/2025,Jun-25,AQA,GCSE,8182/2,Science,Psychology,Psychology,Social context and behaviour,PM,1h 45m,
08/05/2025,Jun-25,OCR,GCSE,J203/01,Science,Psychology,Psychology,Studies and applications in psychology 1,AM,1h 30m,
15/05/2025,Jun-25,OCR,GCSE,J203/02,Science,Psychology,Psychology,Studies and applications in psychology 2,PM,1h 30m,
13/05/2025,Jun-25,OCR,GCSE,J625/01,Humanities,Religious Studies,Religious Studies,Christianity Beliefs and teaching & Practices,AM,1h 00m,
13/05/2025,Jun-25,OCR,GCSE,J625/02,Humanities,Religious Studies,Religious Studies,Islam Beliefs and teaching & Practices,AM,1h 00m,
13/05/2025,Jun-25,OCR,GCSE,J625/03,Humanities,Religious Studies,Religious Studies,Judaism Beliefs and teachings and Practices,AM,1h 00m,
13/05/2025,Jun-25,OCR,GCSE,J625/04,Humanities,Religious Studies,Religious Studies,Buddhism Beliefs and teachings & Practices,AM,1h 00m,
13/05/2025,Jun-25,OCR,GCSE,J625/05,Humanities,Religious Studies,Religious Studies,Hinduism Beliefs and teachings & Practices - Written Ppaer,AM,1h 00m,
21/05/2025,Jun-25,OCR,GCSE,J625/06,Humanities,Religious Studies,Religious Studies,"Religion, philosophy and ethics in the modern world from a Christian perspective",PM,2h 00m,
21/05/2025,Jun-25,OCR,GCSE,J625/07,Humanities,Religious Studies,Religious Studies,"Religion, philosophy and ethics in the modern world from a Muslim perspective",PM,2h 00m,
21/05/2025,Jun-25,OCR,GCSE,J625/08,Humanities,Religious Studies,Religious Studies,"Religion, philosophy and ethics in the modern world from a Jewish perspective",PM,2h 00m,
21/05/2025,Jun-25,OCR,GCSE,J625/09,Humanities,Religious Studies,Religious Studies,"Religion, philosophy and ethics in the modern world from a Buddhist perspective",PM,2h 00m,
21/05/2025,Jun-25,OCR,GCSE,J625/10,Humanities,Religious Studies,Religious Studies,"Religion, philosophy and ethics in the modern world from a Hindu perspective",PM,2h 00m,
13/05/2025,Jun-25,Eduqas,GCSE,C120U10,Humanities,Religious Studies,Religious Studies (Full Course) A,Component 1,AM ,2h,
21/05/2025,Jun-25,Eduqas,GCSE,C120U20,Humanities,Religious Studies,Religious Studies (Full Course) A,Component 2,PM,1h,
06/07/2025,Jun-25,Eduqas,GCSE,C120U30-70,Humanities,Religious Studies,Religious Studies (Full Course) A,Component 3,PM,1h,
13/05/2025,Jun-25,Eduqas,GCSE,C120U80,Humanities,Religious Studies,Religious Studies (Full Course) B,Component 1,AM ,1h 20m,
21/05/2025,Jun-25,Eduqas,GCSE,C120U90,Humanities,Religious Studies,Religious Studies (Full Course) B,Component 2,PM,1h 30m,
07/07/2025,Jun-25,Eduqas,GCSE,C120U60,Humanities,Religious Studies,Religious Studies (Full Course) B,Component 3,PM,1h,
13/05/2025,Jun-25,Eduqas,GCSE,C125U10,Humanities,Religious Studies,Religious Studies (Short Course),Component 1,AM ,1h,
21/05/2025,Jun-25,Eduqas,GCSE,C125U20,Humanities,Religious Studies,Religious Studies (Short Course),Component 2,PM,35m,
08/07/2025,Jun-25,Eduqas,GCSE,C125U30-70,Humanities,Religious Studies,Religious Studies (Short Course),Component 3,PM,35m,
21/05/2025,Jun-25,AQA,GCSE,8061/01-05 ,Humanities,Religious Studies,Religious Studies (Short course),"The Study of religions: beliefs, teachings and ethical studies",PM,1h 45m,
13/05/2025,Jun-25,OCR,GCSE,J125/01,Humanities,Religious Studies,Religious Studies (Short Course),"Religion, philosophy and ethics in the modern world",AM,2h 00m,
13/05/2025,Jun-25,Pearson,GCSE,1RA0 1A-1C,Humanities,Religious Studies,Religious Studies A,Paper 1: Area of Study 1 : Study of Religion,AM,1h 45m,
21/05/2025,Jun-25,Pearson,GCSE,1RA0 2A-2G,Humanities,Religious Studies,Religious Studies A,Paper 2: Area of Study 2 : Study of Second Religion,PM,50m,
04/06/2025,Jun-25,Pearson,GCSE,1RA0 3A-3C,Humanities,Religious Studies,Religious Studies A,Paper 3: Area of Study 3 : Philosophy and Ethics,PM,50m,
04/06/2025,Jun-25,Pearson,GCSE,1RA0 4A-4B,Humanities,Religious Studies,Religious Studies A,Paper 4: Area of Study 4 : Textual Studies,PM,50m,
13/05/2025,Jun-25,AQA,GCSE,8061/11-17 ,Humanities,Religious Studies,Religious Studies A,"The Study of religions: beliefs, teachings and practices",AM,1h 45m,
21/05/2025,Jun-25,AQA,GCSE,8062/2A and 2B,Humanities,Religious Studies,Religious Studies A,Thematic studies,PM,1h 45m,
13/05/2025,Jun-25,Pearson,GCSE,1RB0 1A-1G,Humanities,Religious Studies,Religious Studies B,Paper 1: Area of Study 1 : Religion and Ethics,AM,1h 45m,
21/05/2025,Jun-25,Pearson,GCSE,1RB0 2A-2G,Humanities,Religious Studies,Religious Studies B,"Paper 2: Area of Study 2 : Religion, Peace and Conflict",PM,1h 45m,
04/06/2025,Jun-25,Pearson,GCSE,1RB0 3A-3G,Humanities,Religious Studies,Religious Studies B,"Paper 3: Area of Study 3 : Religion, Philosophy and Social Justice",PM,1h 45m,
13/05/2025,Jun-25,AQA,GCSE,8063/1,Humanities,Religious Studies,Religious Studies B,Paper 1: Catholic Christianity,AM,1h 45m,
21/05/2025,Jun-25,AQA,GCSE,"8063/2A, 2B, 2X and 2Y",Humanities,Religious Studies,Religious Studies B,Chosen religion and perspectives of faith,PM,1h 45m,
03/06/2025,Jun-25,Pearson,GCSE,1RU0 1F,Languages,Russian,Russian,Paper 1: Listening and understanding in Russian,AM,35m,F
03/06/2025,Jun-25,Pearson,GCSE,1RU0 1H,Languages,Russian,Russian,Paper 1: Listening and understanding in Russian,AM,45m,H
03/06/2025,Jun-25,Pearson,GCSE,1RU0 3F,Languages,Russian,Russian,Paper 3: Reading and understanding in Russian,AM,50m,F
03/06/2025,Jun-25,Pearson,GCSE,1RU0 3H,Languages,Russian,Russian,Paper 3: Reading and understanding in Russian,AM,1h 05m,H
12/06/2025,Jun-25,Pearson,GCSE,1RU0 4F,Languages,Russian,Russian,Paper 4: Writing in Russian,PM,1h 20m,F
12/06/2025,Jun-25,Pearson,GCSE,1RU0 4H,Languages,Russian,Russian,Paper 4: Writing in Russian,PM,1h 25m,H
09/05/2025,Jun-25,Eduqas,GCSE,C200U10,Humanities,Sociology,Sociology,Component 1,AM,1h 45m,
20/05/2025,Jun-25,Eduqas,GCSE,C200U20,Humanities,Sociology,Sociology,Component 2,PM,1h 45m,
09/05/2025,Jun-25,AQA,GCSE,8192/1,Humanities,Sociology,Sociology,The Sociology of Families and Education,AM,1h 45m,
20/05/2025,Jun-25,AQA,GCSE,8192/2,Humanities,Sociology,Sociology,The Sociology of Crime and Deviance and Social Stratification,PM,1h 45m,
10/07/2025,Jun-25,Eduqas,GCSE,C810U20,Languages,Spanish,Spanish,Component 2 (Listening),AM,35m,
10/07/2025,Jun-25,Eduqas,GCSE,C810UB0,Languages,Spanish,Spanish,Component 2 (Listening),AM,45m,
10/07/2025,Jun-25,Eduqas,GCSE,C810U30,Languages,Spanish,Spanish,Component 2 (Listening),AM,1h,
10/07/2025,Jun-25,Eduqas,GCSE,C810UC0,Languages,Spanish,Spanish,Component 2 (Listening),AM,1h 15m,
17/07/2025,Jun-25,Eduqas,GCSE,C810U40,Languages,Spanish,Spanish,Component 4 (Writing),AM,1h 15m,
17/07/2025,Jun-25,Eduqas,GCSE,C810UD0,Languages,Spanish,Spanish,Component 4 (Writing),AM,1h 30m,
10/06/2025,Jun-25,Pearson,GCSE,1SP0 1F,Languages,Spanish,Spanish,Paper 1: Listening and understanding in Spanish,AM,35m,F
10/06/2025,Jun-25,Pearson,GCSE,1SP0 1H,Languages,Spanish,Spanish,Paper 1: Listening and understanding in Spanish,AM,45m,H
10/06/2025,Jun-25,Pearson,GCSE,1SP0 3F,Languages,Spanish,Spanish,Paper 3: Reading and understanding in Spanish,AM,45m,F
10/06/2025,Jun-25,Pearson,GCSE,1SP0 3H,Languages,Spanish,Spanish,Paper 3: Reading and understanding in Spanish,AM,1h 00m,H
17/06/2025,Jun-25,Pearson,GCSE,1SP0 4F,Languages,Spanish,Spanish,Paper 4: Writing in Spanish,AM,1h 15m,F
17/06/2025,Jun-25,Pearson,GCSE,1SP0 4H,Languages,Spanish,Spanish,Paper 4: Writing in Spanish,AM,1h 20m,H
10/06/2025,Jun-25,AQA,GCSE,8698/LF,Languages,Spanish,Spanish,Listening,AM,35m,F
10/06/2025,Jun-25,AQA,GCSE,8698/LH,Languages,Spanish,Spanish,Listening,AM,45m,H
10/06/2025,Jun-25,AQA,GCSE,8698/RF,Languages,Spanish,Spanish,Reading,AM,45m,F
10/06/2025,Jun-25,AQA,GCSE,8698/RH,Languages,Spanish,Spanish,Reading,AM,1h,H
19/05/2025,Jun-25,AQA,GCSE,8698/SF,Languages,Spanish,Spanish,Speaking test,,,F
19/05/2025,Jun-25,AQA,GCSE,8698/SH,Languages,Spanish,Spanish,Speaking test,,,H
17/06/2025,Jun-25,AQA,GCSE,8698/WF,Languages,Spanish,Spanish,Writing,AM,1h,F
17/06/2025,Jun-25,AQA,GCSE,8698/WH,Languages,Spanish,Spanish,Writing,AM,1h 15m,H
22/05/2025,Jun-25,OCR,CAMBRIDGE NATIONAL,R180/01,Sports,Sport Science,Sport Science,Reducing the risk of sport injuries and dealing with common medical conditions: Written Paper,PM,1h 15m,
14/05/2025,Jun-25,OCR,CAMBRIDGE NATIONAL,R184/01,Sports,Sport Science,Sport Studies,Contemporary issues in Sport:Written Paper,PM,1h 15m,
02/06/2025,Jun-25,Pearson,GCSE,1ST0 1F,Maths,Statistics,Statistics,Paper 1,AM,1h 30m,F
02/06/2025,Jun-25,Pearson,GCSE,1ST0 1H,Maths,Statistics,Statistics,Paper 1,AM,1h 30m,H
13/06/2025,Jun-25,Pearson,GCSE,1ST0 2F,Maths,Statistics,Statistics,Paper 2,PM,1h 30m,F
13/06/2025,Jun-25,Pearson,GCSE,1ST0 2H,Maths,Statistics,Statistics,Paper 2,PM,1h 30m,H
02/06/2025,Jun-25,AQA,GCSE,8382/1F,Maths,Statistics,Statistics,Written,AM,1h 45m,F
02/06/2025,Jun-25,AQA,GCSE,8382/1H,Maths,Statistics,Statistics,Written,AM,1h 45m,H
13/06/2025,Jun-25,AQA,GCSE,8382/2F,Maths,Statistics,Statistics,Written,PM,1h 45m,F
13/06/2025,Jun-25,AQA,GCSE,8382/2H,Maths,Statistics,Statistics,Written,PM,1h 45m,H
08/05/2025,Jun-25,Pearson,GCSE,1TU0 1F,Languages,Turkish,Turkish,Paper 1: Listening and understanding in Turkish,AM,35m,F
08/05/2025,Jun-25,Pearson,GCSE,1TU0 1H,Languages,Turkish,Turkish,Paper 1: Listening and understanding in Turkish,AM,45m,H
08/05/2025,Jun-25,Pearson,GCSE,1TU0 3F,Languages,Turkish,Turkish,Paper 3: Reading and understanding in Turkish,AM,50m,F
08/05/2025,Jun-25,Pearson,GCSE,1TU0 3H,Languages,Turkish,Turkish,Paper 3: Reading and understanding in Turkish,AM,1h 05m,H
22/05/2025,Jun-25,Pearson,GCSE,1TU0 4F,Languages,Turkish,Turkish,Paper 4: Writing in Turkish,PM,1h 20m,F
22/05/2025,Jun-25,Pearson,GCSE,1TU0 4H,Languages,Turkish,Turkish,Paper 4: Writing in Turkish,PM,1h 25m,H
19/05/2025,Jun-25,Pearson,GCSE,1UR0 1F,Languages,Urdu,Urdu,Paper 1: Listening and understanding in Urdu,PM,35m,F
19/05/2025,Jun-25,Pearson,GCSE,1UR0 1H,Languages,Urdu,Urdu,Paper 1: Listening and understanding in Urdu,PM,45m,H
19/05/2025,Jun-25,Pearson,GCSE,1UR0 3F,Languages,Urdu,Urdu,Paper 3: Reading and understanding in Urdu,PM,50m,F
19/05/2025,Jun-25,Pearson,GCSE,1UR0 3H,Languages,Urdu,Urdu,Paper 3: Reading and understanding in Urdu,PM,1h 05m,H
02/06/2025,Jun-25,Pearson,GCSE,1UR0 4F,Languages,Urdu,Urdu,Paper 4: Writing in Urdu,AM,1h 20m,F
02/06/2025,Jun-25,Pearson,GCSE,1UR0 4H,Languages,Urdu,Urdu,Paper 4: Writing in Urdu,AM,1h 25m,H
19/05/2025,Jun-25,AQA,GCSE,8648/LF,Languages,Urdu,Urdu,Listening,PM,35m,F
19/05/2025,Jun-25,AQA,GCSE,8648/LH,Languages,Urdu,Urdu,Listening,PM,45m,H
19/05/2025,Jun-25,AQA,GCSE,8648/RF,Languages,Urdu,Urdu,Reading,PM,45m,F
19/05/2025,Jun-25,AQA,GCSE,8648/RH,Languages,Urdu,Urdu,Reading,PM,1h,H
19/05/2025,Jun-25,AQA,GCSE,8648/SF,Languages,Urdu,Urdu,Speaking test,,,F
19/05/2025,Jun-25,AQA,GCSE,8648/SH,Languages,Urdu,Urdu,Speaking test,,,H
02/06/2025,Jun-25,AQA,GCSE,8648/WF,Languages,Urdu,Urdu,Writing,AM,1h,F
02/06/2025,Jun-25,AQA,GCSE,8648/WH,Languages,Urdu,Urdu,Writing,AM,1h 15m,H
